treatment,response,cov1,cov2,cov3
0,4.232199092,-0.206604645,0.658789764,2.759181869
0,-1.310081935,-0.715451012,0.895573972,-0.940118928
1,2.514685884,1.329594349,0.396273053,1.361259178
1,0.462394866,-0.529208236,0.91762385,-1.266222145
1,4.09875873,-1.938169981,0.842486788,0.719550927
0,-1.170782756,1.539858707,2.308648634,0.024509695
0,-1.341630283,0.416877797,-0.28798331,-1.665847022
1,5.068912099,0.133336395,1.230732373,2.157910018
0,-0.311504784,-0.081688687,-0.297283474,-1.575445974
0,-7.079537559,-0.796365805,2.154038896,-2.085578348
0,-6.985512321,-2.10257644,1.657630489,-1.651169655
0,-1.54596958,-0.712328006,0.312310743,-1.650515412
0,-3.567611871,-0.459237129,1.406083691,-1.364975635
1,4.369857637,-0.464388286,0.759256851,0.089673564
1,0.280751128,-1.100524623,-0.843458071,-0.540336377
1,2.811452696,-1.013091661,1.108731898,0.256096621
1,0.35926319,0.350955487,-1.583268011,1.580044079
1,4.971726187,0.671719788,-0.52137551,-0.623015948
1,2.106589324,-0.308195157,-0.810678806,-0.24300019
1,5.392005631,0.580095174,0.212026442,0.612039541
0,-2.393635751,-0.097332059,1.0552692,-1.467301
1,3.441096939,-0.8382436,-0.599762306,0.342892228
0,0.715760946,1.354666914,0.563752014,2.378464842
0,-3.485699699,-1.75529294,-0.579811766,-1.172930843
0,2.162290758,-0.792859254,-0.591263419,0.787911121
1,3.442855032,1.511426661,0.512040797,0.375375945
1,4.194141697,-0.398666143,0.718221811,1.104834223
1,2.765779545,-1.12280314,-0.525989106,0.182693689
1,5.053258684,0.203504563,0.617659512,0.902470256
1,3.909674449,-0.703067016,0.063861597,-0.010968999
1,2.233539455,-1.930689581,0.011464796,-0.169009082
0,-1.796818047,-0.677724797,-0.165893088,-2.061414953
1,-0.604366685,1.287233225,-1.998501486,0.727231485
1,3.665487401,-1.006889963,-0.182998607,0.267594853
1,2.208581943,0.386324279,-1.178701807,1.192135843
1,2.656931864,0.918771259,-0.530520163,0.207440346
1,4.424902788,-0.382624705,0.643308818,0.70763285
0,-3.82749121,-1.63514804,-0.499321694,-0.755373417
1,2.626698422,-0.742969666,1.573563208,0.476118548
1,3.35521216,-1.175519743,0.3348106,0.448004107
1,5.384639205,1.324407242,-0.027596261,0.307035694
1,7.053780618,-0.008442706,-0.400199506,2.881719027
0,0.710856838,0.402726167,1.203154757,0.583977544
1,2.294676535,-0.755020061,1.506067698,-0.239143197
0,-2.931955032,-0.901616882,0.203620461,-1.703267145
1,3.490498331,0.892465189,-0.197808467,0.147992042
1,3.24885408,-0.013011155,-0.807917282,0.72862837
1,-2.202700771,0.913705924,-1.984123058,-0.038641944
1,4.997800673,1.924350905,0.338301108,0.6990907
0,2.097457318,-0.685848359,-0.247329026,0.002571195
1,3.848688378,-0.297898289,1.030844261,-0.960243901
0,-5.841633208,-1.556268237,0.092936661,-1.765756586
0,0.559130285,0.131273175,-0.257923634,-0.177092429
1,0.484549803,0.782768456,-1.052091178,0.969906318
0,-5.328080681,-1.470647098,-1.560649514,-0.696366269
1,3.697836585,1.042958619,1.007175546,1.774242568
1,3.764450458,1.050585326,0.672500745,0.467232178
1,4.684791342,1.344561866,0.809291059,0.137163203
1,0.360870376,0.492545504,-1.522004191,-1.651117741
1,5.541866854,-0.065894192,0.839997561,1.029644383
1,3.315905776,1.047770902,-0.674799443,0.651200742
0,-5.525536606,-1.374033142,-1.808310154,-0.600903103
0,-1.435477536,0.157253384,1.732331931,0.284710721
1,6.527491889,1.575080716,0.386704285,-0.711271023
0,-2.913042131,-1.786527924,0.356112344,-1.291769985
0,-6.577818909,-1.74070959,-0.868921568,-1.821590099
1,2.983183058,0.034736589,0.214186778,0.092021223
0,-0.092871307,-0.335297598,0.638628793,-0.956304947
0,1.581884032,0.950914262,-0.311821653,0.220730698
0,0.92154533,0.194500294,-0.238218319,0.153143837
1,3.838773704,-0.426221588,-0.331860771,0.889105899
0,-1.777155158,-1.025018911,-1.102863249,-0.114111112
1,1.53891344,-0.127241833,-1.296784779,0.191328773
0,-7.827010918,-0.74176898,-2.44536601,-1.483140604
0,-4.411288336,-0.449710478,-1.174824919,-2.227051845
1,1.370313312,0.266909077,-1.605802895,0.269720755
0,1.355514394,-0.511783122,1.069343229,1.647818692
1,4.382556307,-0.54381412,0.22683356,0.298138252
1,3.436730285,-0.039135389,-0.014315649,-0.55958549
0,-2.760906702,-0.100146081,-0.060747742,-1.990792061
0,-0.896589421,-0.004827568,0.355403712,-0.997371169
1,4.17284014,1.432570313,-0.031038228,0.555690403
1,2.10805054,-0.73581724,0.392956127,-0.852659544
1,2.484160176,0.235918731,-0.976153273,-0.06637236
0,-0.783141676,-0.880802954,-0.504777198,0.429707518
1,1.700388256,1.621520712,-0.171099394,1.192217624
1,3.487491476,-0.180163693,0.604177501,-0.716309007
1,3.213342781,1.131444771,-0.948022895,-0.485660493
1,5.91663425,-1.492862448,0.724585043,1.214137818
1,0.406196839,0.115248063,-1.218012967,-0.261595973
0,-4.60807999,-1.737082185,-1.055384692,-0.937057248
0,2.119622302,1.31769345,1.130017493,-1.560071684
0,-0.827620405,-0.146564413,-1.288214096,0.020725093
1,2.240619694,0.44089907,0.531096248,-1.106737539
0,-0.529513024,-0.954128923,-1.742689409,1.733191857
0,1.145245226,0.300638824,0.379487853,-0.387870541
1,3.455861416,0.638279422,-0.292761665,-0.811612271
1,5.141390559,1.108079128,0.809687869,0.32957498
0,2.15656827,-1.185064542,-0.229828056,1.232717726
1,3.245231335,-0.916717292,0.378565945,0.048847845
0,-4.995998908,-0.546260428,-0.516570976,-2.845044721
1,1.191054691,-0.100158126,-1.429676299,0.450113476
1,4.000814556,-0.227824352,-0.279137993,0.945185989
1,3.038004988,0.507453337,0.301770732,0.226158174
1,2.52126633,0.403278708,-0.883930873,-0.643547359
0,2.957925183,-0.599437596,1.247255948,0.955257022
1,2.600850606,0.67310385,-0.45974785,0.56936262
1,3.447703718,0.40473472,0.285221145,0.948268039
1,3.717819411,-0.007311455,0.598518227,0.631202718
1,3.316123576,0.606693742,-0.164431934,0.100924875
1,2.131553202,-0.933831908,-0.143118911,-0.336458857
1,5.687006198,1.248468578,0.265548859,-1.075229233
0,1.125766866,0.124148602,-0.310719045,-0.197407782
1,5.935939289,-0.29783712,0.551354043,1.327531378
1,4.366724018,1.154739359,-0.348391746,-0.863539787
1,-1.388594026,-1.275688065,1.177344662,-1.197156846
1,5.492728251,-0.349899031,1.057779916,1.842954321
0,3.679266334,-1.344218602,-0.839956958,1.847814929
0,0.993045999,-2.526491427,0.018964051,0.112970153
0,-3.192376341,-1.057379254,-0.355066455,-1.365806325
1,4.032980474,2.123237643,0.279934457,-0.285549163
1,6.357322508,-0.460248919,-0.566313057,1.717768119
1,2.904038907,0.557914631,1.031433057,-0.96209554
1,3.819156961,1.464335543,-0.408509785,0.293652523
1,2.429631909,0.130320859,1.180299027,-0.074765499
0,1.690400811,1.045974047,0.717105767,-0.599691461
0,-2.334063895,-0.560010915,-0.596149705,-0.991989714
1,1.153382663,1.418509306,-0.936078314,1.157084581
1,3.631623667,0.097452148,-0.394171584,0.562246764
1,2.651823253,0.224931498,0.235191851,-1.401160012
0,1.94610699,-0.167596661,0.496439089,0.486345119
1,3.808635538,1.633524577,-0.646020044,-0.980435307
1,5.214043014,2.208455016,-0.104001595,-0.346912198
0,-1.510707846,0.14722828,-1.01543923,-1.705403021
0,0.693133043,0.492895485,0.513255101,0.953081745
1,3.851778861,0.177604913,0.718766558,0.062734926
1,4.33557176,0.509266146,0.400796737,0.433511211
1,2.801163894,0.620624979,-0.468953011,2.220317759
0,3.55229279,-0.699941657,0.803952453,0.890959228
1,6.773020416,1.388308275,0.622736899,-0.955721188
0,-2.649358279,-1.239235336,0.105033236,-1.001564962
0,-7.326266186,-1.719972918,1.397044782,-1.702480053
1,-1.766145733,-0.969428241,-1.449197361,-0.418809057
1,-1.857037588,-0.577455993,-1.508556187,-0.390294122
1,3.395353191,1.513249781,0.279516074,0.845086221
1,0.078061412,-0.112198805,-1.43787444,0.761558048
0,-8.043595573,-1.07325848,-2.93824609,0.422165377
0,0.612974001,0.404804769,1.031186322,-2.794330054
0,-3.41487075,-2.317474283,0.031817969,-0.796416806
1,3.739641834,0.296212328,0.188806998,-0.677413303
1,0.84577557,2.020772823,-0.413282725,2.217503233
1,3.667760245,0.134805194,1.287423228,0.73375142
0,-4.981416226,-0.663019417,-1.864082666,-1.057026733
1,4.168045178,-0.156795577,1.114414789,0.330632245
1,-0.950732555,1.014411098,-1.422849848,1.986857897
0,-0.157183594,-0.896873577,-0.45333588,-0.434525777
1,3.185526037,0.343731445,-0.889320625,0.71207952
0,-2.345337477,-2.019017032,1.164467302,-0.810978102
1,3.679477297,0.323171203,-0.662609536,-0.064221217
1,2.128106142,-1.150755843,-0.171199127,-0.087265234
0,1.867353664,0.054154972,-0.379483144,-0.035449372
1,2.826766254,0.037466075,0.632251777,0.040092231
1,1.87506214,0.489944394,-0.869008505,-0.246929941
0,0.31963231,-1.634021217,-0.771472546,0.614194558
1,3.101257516,0.205149195,1.057050679,0.502098776
0,-3.567862809,-1.481345306,0.618341075,-1.16933948
0,2.070227297,-3.049512489,0.921068095,0.17110666
1,3.546397606,-0.28249837,-0.29645781,-0.293136137
0,-0.664771676,-0.549057686,-0.61105495,-0.041437612
0,-0.099217059,0.424346751,0.591757739,-0.114817209
0,0.365549713,-0.769508048,-0.430535396,-0.328438532
1,5.212126621,0.81535013,0.286963903,-1.555213345
1,4.70888825,-0.249713403,-0.196872976,0.492306382
0,1.419471005,0.883786717,1.501937667,-1.993128596
1,6.21852856,-0.719779913,-0.077209378,0.990460189
1,4.303626399,0.362282329,-0.240944631,-0.689690942
1,0.2913879,-1.315035383,1.005035326,-1.056789642
1,2.860670749,0.207708054,-0.286194263,-1.211539665
1,4.086928149,0.946536741,0.252433027,-0.938755554
1,3.071100673,2.229026018,1.050056567,0.486265558
1,3.181563137,1.550921439,-0.607438566,-0.964284544
1,2.62341433,-0.481267136,-0.713443135,0.045163568
1,1.755916083,-0.13016532,-1.06167784,-0.023097715
0,-8.733027533,-0.736626811,2.60674557,-2.432070804
1,1.018885273,-0.084349071,-1.629806207,0.545587993
1,-0.334667787,-0.239552949,-1.568335851,0.069270788
1,2.550065407,2.272794953,-0.846931657,0.294127506
0,-1.041398031,-0.799610908,-0.431451365,-0.450029036
1,2.115242057,0.534878681,-0.37041303,1.173605071
1,4.281416038,0.607471809,-0.267603743,0.480897619
0,1.012096732,-0.154537916,-0.566290627,0.677478857
1,3.524640881,1.142957019,0.353415702,-0.447673949
1,5.96878154,1.380255906,-0.363832694,-0.662457139
1,2.443759829,0.888915186,0.228042418,-1.594177082
0,-6.982258263,-1.855005341,0.599945378,-2.290473528
1,4.258635752,-1.301642673,-0.389515939,0.793409161
1,-0.894010157,0.486665619,-1.361607592,0.498849413
1,2.981698283,-0.563851874,0.027337039,-0.036358078
1,5.179314285,1.303523445,0.6764923,-0.731370888
1,-2.856603337,0.193610684,-1.926004606,-0.599922143
1,4.321372902,0.573366616,-0.028869542,0.366814842
1,3.753050017,1.278157139,0.06962192,-0.633870002
1,3.895797944,0.262656614,1.388431525,0.643973323
1,2.359583572,-0.516699661,0.686583956,0.00105178
1,4.323657653,0.113414586,0.260152669,1.019394712
1,2.107370904,-0.595364199,0.951172401,-0.060889446
0,-1.197348447,-0.553406894,0.108829092,-0.796339939
1,4.020231254,1.757040299,-0.030957118,1.047502902
0,5.392924481,-2.054328584,0.384124563,1.512797289
1,3.787850195,0.849645838,0.950978067,-0.371995857
1,-4.941461408,-0.232478228,-2.250501138,-1.824524805
1,3.290166155,-0.678730631,0.295393776,0.016530638
0,0.820315111,0.620037688,0.728829217,-0.910013429
1,3.221576573,2.016765893,1.620016466,0.178041546
1,6.017536208,-0.565421978,0.057814539,0.596682268
1,1.953542763,0.92309789,1.521398176,-0.877575002
0,-1.26092058,-0.166294078,-0.29954222,-1.983399004
0,0.844459979,-1.14211622,-0.676021995,0.046693366
0,-0.144900552,-1.379598069,0.019251994,0.071533992
1,-1.402043844,0.821822233,2.814321187,1.926222141
1,3.622236863,-0.323550467,-0.326136746,0.276272167
1,2.780595403,0.602611786,-0.53868809,-1.452321229
1,6.975903344,-0.325904995,0.402408147,0.76809605
1,-1.71563744,-0.038111101,2.430558414,-0.611850428
1,1.097743137,2.415709485,-1.026686536,0.612091179
0,-1.871391528,-0.421576208,-1.256108809,-0.074197288
1,3.991527959,0.279357502,0.593008409,-0.101976784
0,-4.796702719,-1.010176002,-0.438529816,-1.765942015
1,3.131745029,1.083841254,-0.765209493,0.631300654
1,6.91198435,0.347734869,0.179479908,0.895214607
0,-2.393849283,-0.168060011,1.436710457,-1.145010734
0,0.565715052,0.96552098,0.402259465,2.184345346
1,2.716243003,0.923264198,-0.765309426,-0.810421685
0,0.720538155,0.481905783,0.056687041,-1.022133262
1,3.230819593,0.072203423,-0.007700678,-0.079894921
1,3.717418221,-0.976711572,0.690807066,1.075821711
0,-4.302990681,-0.987342126,-2.198121365,0.115285153
0,-4.688275573,-0.478161639,-1.45868098,-0.92472724
0,-3.422421049,-1.013013828,-0.124700468,-1.343334724
0,-0.395045633,-1.101823903,-0.098833451,-0.267777235
1,3.660423734,-0.539227983,-0.850591235,1.020538897
0,0.606338844,-0.261227849,0.847693055,0.633893513
1,2.520143252,-1.371138535,-0.226093013,-0.325615234
0,0.035192334,-0.207409324,0.976269879,-0.299217133
0,-0.070497502,0.68522798,0.572859412,-1.861063961
1,5.070658758,0.190276761,1.520092533,1.736123885
1,4.080056905,0.692983975,-0.332205273,-0.08710391
0,-2.109358138,-0.230890844,1.295218224,-1.063010458
0,-5.872461597,-1.208227732,0.627981755,-2.022869573
0,0.826167445,1.49690862,0.803599008,0.404779454
1,3.249203638,1.623019889,-1.093442672,-0.727772806
0,-6.479648415,-0.30146868,-2.065398659,-0.941391292
1,3.304538052,-0.276516387,-0.186603425,0.588093016
1,4.641096977,0.680071706,0.684115385,0.128395588
1,0.672418535,-0.142496037,-0.777977829,-0.266391149
1,5.423671624,-0.660584331,0.8536115,1.358182342
0,1.727785804,-0.578896975,0.34639839,0.336270966
1,3.27751199,0.467858984,0.036233412,0.095059912
1,2.961651687,0.221339877,-0.372302882,-1.340221419
1,-0.380530556,-0.54047523,-0.719172231,-1.20654105
0,-1.510549392,0.056882046,2.471425966,0.602163306
1,-0.186804798,0.631677966,-1.284845568,-0.632897085
1,2.086958714,1.307459494,-0.701362834,0.727591038
1,0.865594588,-0.286064066,-0.370907463,-1.403588959
0,2.525351472,1.208303754,0.008324689,0.313379067
1,2.912958168,0.913075542,1.127772756,-1.17178123
0,-3.87683171,-1.275233918,-0.665633843,-1.660341146
1,2.691731223,0.776579961,0.345858356,0.982867413
0,1.327074545,0.956482755,1.095632477,-1.066030289
0,-0.118393199,-1.250696481,-0.469134976,0.530959362
1,2.386288891,0.009263531,0.221334218,-0.216440671
1,2.377847879,-0.385380185,0.295562649,-0.691131149
1,2.518576286,-1.509478229,1.628034625,-0.114379363
1,5.264648439,-2.158175856,0.49362379,0.989180705
1,5.778884792,0.824378695,0.66692854,0.095956424
1,-0.195757549,0.496835802,-1.307668288,0.153173096
1,1.659083779,-0.15018497,0.687990093,-1.065036052
1,1.664713921,0.724821973,-0.897198832,1.102413636
0,-2.201238169,-0.380476196,-0.563723509,-0.629933194
1,0.942798141,0.21825498,-1.053256291,-0.573697648
0,0.415486847,-0.683376364,1.159292195,0.148260327
0,-3.832828101,1.166616065,2.919690944,-0.776805442
0,1.367552584,0.379931742,0.304946176,0.178252967
1,2.492513075,0.195407248,-1.197201764,-0.279960655
1,0.597562352,2.039438368,-1.191440666,0.17552846
1,-2.087330321,-0.259049655,-1.817542734,-0.051865341
0,1.625513823,0.329675441,0.380648428,-0.666453366
1,-2.430012202,-0.08747272,-1.537241147,-1.19495329
0,0.362829243,0.955001786,0.665215766,-0.233867282
0,-2.027065001,-0.99407544,-1.033018693,0.404207033
1,3.394941863,0.935402058,-0.156062847,0.520571392
1,2.972428262,-0.387391167,1.562079724,1.144773113
1,6.006470334,-0.488780633,0.819818565,0.185845782
1,2.93899687,-0.393732508,0.924412394,-0.832234552
1,0.221996617,-1.939708674,2.36460042,0.518467299
1,3.694321312,-0.051563459,0.405638236,0.799665808
0,1.185123319,-0.72592241,0.827034003,-0.125613888
1,2.960727124,0.259696227,-0.158783524,0.221608629
0,1.346854237,-0.732545131,-0.19705969,-0.402747653
1,0.990782738,0.112675377,-0.645384898,-0.924664848
1,3.24292044,-0.218257761,1.05530088,-0.045752756
1,1.760078844,0.00673712,0.937146567,-0.622688686
1,3.500092486,0.962961651,-0.438162637,-0.716474438
1,-3.976014633,-0.398519035,2.69198371,-1.048686963
1,5.908039008,0.760052714,0.172254072,-0.27607799
0,1.682971874,-0.750178393,0.964543526,0.802109208
0,-0.019161953,-2.007131745,1.217296446,-0.260763948
1,5.657750465,1.01720018,-0.306391077,-0.304215573
0,9.640295462,-2.192965704,-0.17525424,2.37642169
0,0.328754464,0.429151446,0.646162921,-0.828722535
1,5.588303585,-1.192867518,0.023379064,1.176422558
0,-0.306916616,0.630269228,1.130218671,-0.815391687
1,1.917310363,-0.361418594,-1.319808395,2.2402816
1,-0.105412672,-2.115284907,1.051227676,-0.542195638
0,0.752312279,0.641088029,0.148690273,-1.254969412
1,7.16517023,2.094427835,0.708449939,-0.84982508
1,3.819849076,0.958234273,-0.754627843,-0.901926032
1,2.132962183,0.130474874,0.813868434,-0.153036221
1,3.673132423,-0.601027931,-0.319469944,0.821198089
0,-0.182433737,-0.770991586,-0.185012939,-0.188764861
0,-1.061633178,-0.643650922,0.489639518,-0.904539296
0,2.477427629,0.073497985,-0.261256614,2.08868613
0,-1.518117255,-1.511307319,-0.393967528,-0.532308794
1,-1.355414295,2.195815449,-0.612377945,2.122889292
1,3.926398742,1.40832775,0.052850167,-0.681449384
1,1.042982704,-0.725259098,0.683190708,-0.707144362
0,-2.257850739,-1.245426588,0.151732865,-1.249998315
1,1.14711373,-0.651035332,-1.396055925,-0.15549951
0,4.790518295,-1.256989406,0.270885106,1.690869548
0,2.979244304,-1.466301512,-0.460164395,1.105540166
1,2.677236569,1.120773995,-0.603597363,-0.516384228
1,3.049130152,0.710316927,0.976655379,-0.71295885
0,2.149037281,-1.731105582,-0.448679504,0.742797376
1,1.683844889,-0.908231531,1.30012305,0.120341822
0,-2.187117009,-2.108243973,0.237434722,-1.135715729
1,1.897703402,-0.633984358,-1.352079468,0.521424132
1,2.925886123,0.302507117,-0.457024459,1.900487256
1,2.553151972,-0.123071192,0.789201651,-0.162570787
0,2.439406961,0.885135755,0.623212431,-1.199392644
1,-5.671821639,-1.675105891,3.033024631,-0.875476578
0,0.95869589,-1.13829789,0.862541931,0.054919095
1,4.734140049,-0.315270171,-0.678830121,1.115607368
1,3.411785726,-0.396295279,0.791231823,0.092496513
1,3.006239765,0.232480346,-0.420055405,0.644240354
0,0.135604287,0.415141649,-0.766353781,1.095499215
1,2.386985306,0.958331341,-0.171792314,1.429318588
1,1.858604778,0.554744737,1.22290347,0.292958023
0,0.448183773,-0.001075481,1.182032741,-0.60355622
0,-9.910447193,-1.665628662,-1.956139025,-1.064897588
1,-15.20962671,-0.354553826,-3.865171618,0.098291538
0,-0.917713822,0.429221342,0.388758926,-1.916168315
0,-3.054407113,-1.150039369,-0.978491984,-0.555894712
1,4.148653063,1.497954207,-1.020299225,-0.888528116
1,3.675060376,0.27245976,0.087629041,-0.690057859
1,2.026424923,-0.020835308,-0.130786591,0.293724927
1,4.329402731,-0.373484557,-0.945872848,1.532551316
1,1.329695458,2.16547288,-0.403494028,1.051574084
1,4.454440937,-0.458778401,0.674639763,-0.246912407
0,-1.685494254,-0.813853288,0.119008342,-1.318383115
0,0.112181934,0.259093693,0.488475676,-0.498417034
0,3.167692057,-1.510998513,-0.383502327,0.850262946
1,1.292352147,0.562346931,-0.205596504,-0.407603643
1,3.772593688,1.236854346,0.178318903,0.345866378
1,1.322931391,1.876266193,-0.211383233,1.217575041
0,2.772325448,0.303975914,0.185610079,0.319936046
1,1.131435548,-0.002386656,-1.476601736,-0.108369072
1,1.533309635,0.160833697,1.746137644,-0.474798443
1,1.538956968,0.356625508,-1.153686896,-0.624750112
1,3.105289971,0.378613599,-0.171227997,1.10141026
0,1.266559148,-1.65454743,-1.013723123,0.676546076
0,0.038708947,-0.985885285,0.43209751,-0.175517217
0,4.440558403,-2.58256886,0.463807693,1.258094721
1,3.56894486,0.328897879,1.174843652,1.337904621
1,4.750047053,-0.434683882,1.592753938,0.309829083
1,2.455174378,1.106740798,-0.563203656,0.189970005
0,0.706177141,0.575580975,1.40163844,2.004663357
1,2.968272486,1.136767684,1.355554921,1.246086759
1,4.490305072,-0.491897413,-0.291325047,0.486289533
1,-0.494307448,0.239902635,-1.522031504,0.129894014
1,5.083487123,1.983538973,0.515323485,-0.285099318
1,1.914141487,0.353406928,-1.735200007,0.76122926
1,7.377098452,-1.137423049,0.448882612,1.378174666
1,2.559372336,-0.855564082,-1.207116084,0.216226383
0,-1.02289708,-1.382358778,-1.44677227,0.608881738
0,-2.471551315,1.816415123,1.692181012,0.6032831
0,2.307721551,-2.23873243,0.733323888,0.68225163
1,3.314001315,1.220302423,-0.450489253,0.373469174
0,-2.437577297,0.049026628,-1.365059671,-0.190664809
1,3.761831136,-0.427976197,-0.33683001,0.455697259
0,-1.484922169,-1.290563068,-0.524212996,-0.141797295
1,4.913366098,0.617462996,0.182312912,-0.530866999
1,3.200995101,-0.772129083,-0.206844467,0.659453067
1,3.834091022,-0.861629943,0.649241277,0.428958883
1,3.871769617,1.444278227,-0.04851248,0.068723783
1,-0.06179018,0.139539444,-1.796320981,0.489885202
0,0.951686048,-0.525445099,0.811592636,-0.404731887
0,3.85475058,-1.377273511,-0.323908021,0.985356633
1,-4.492411149,1.984091121,-2.863187176,-1.099977738
1,4.113701051,0.472611028,1.279527937,0.108230123
1,3.63248143,-0.359125949,-0.772994489,0.13169058
0,-2.681397329,-1.729904476,-1.484104706,0.077328194
1,-0.359491911,0.862765442,1.740241331,1.834370035
0,-3.541800709,-1.472746783,-0.097086405,-1.320695174
1,4.533827664,1.552650074,0.193156517,0.597668187
0,2.15378761,0.575855596,0.933333125,-1.875243839
1,-0.559388182,0.269569708,-1.667952062,0.833622595
0,-5.454818973,0.307550704,-1.757738005,-1.852855918
1,1.68219738,0.506615307,-0.677764308,-0.338798352
1,3.816256091,0.069127848,-0.64005269,-0.208812854
1,4.164624652,-0.789958008,-0.437245101,1.499807808
1,5.854805252,0.151587536,0.113244303,2.621425213
1,-1.578513248,0.770145103,-2.322811561,0.088872669
0,5.625406277,-0.642737214,-0.303547444,1.450258084
1,-2.786140656,0.162689768,-2.185006318,0.277024129
1,0.153487002,-0.600105296,0.596873758,-1.665727636
1,-0.467419449,0.67926454,-1.629680888,-0.227895282
1,2.592386194,-0.682039551,-1.044765933,0.459639506
1,5.186551114,0.288963765,1.390295461,1.679003354
1,-8.504207208,2.585020517,-2.784610603,0.546512086
0,-4.985335571,-1.508639096,-1.174648057,-0.751704025
1,4.601597293,0.392744037,0.230436097,1.19112404
0,-0.57134643,-1.897110885,-0.074695316,-0.365660849
1,4.343091057,-1.157457374,0.350661124,0.763584479
1,3.971643073,-0.793158792,1.97103706,1.150967069
0,7.095874198,-1.178456176,0.071349263,2.845004748
1,4.139043076,1.009936808,0.741923977,-0.673052071
0,1.053510523,-1.778083014,0.413902125,-0.045436648
0,0.908282561,-1.185400027,0.816471662,-0.124715844
1,3.886444981,0.662951257,0.700833396,-0.327389484
0,-5.041250316,-1.250905983,-1.059576142,-1.001462161
1,3.110523353,0.326590573,0.454546474,0.230363844
1,1.131051147,0.56265662,-1.521139629,1.201354815
1,3.277270834,-0.051732465,0.142193745,0.078163976
1,4.704136944,1.595856442,0.109407914,0.753166574
0,-1.370274427,-0.525778455,-0.203826294,-1.117635735
1,1.539427949,0.677165271,-0.855907344,-0.546296414
1,2.366572455,0.294274436,-0.49127004,-0.660172218
0,-5.528472352,-1.338230947,-0.293243277,-1.889506612
1,4.791349339,-0.470497113,0.174988187,0.049175106
1,0.832211592,0.435358709,-1.343118551,0.856005476
1,1.96484072,1.945023962,0.610349456,1.23707518
0,0.824889131,0.660658902,-0.07287481,-0.886477326
1,1.358866559,0.903846307,-1.287813891,0.012985418
1,3.788891342,2.139878316,1.157386741,-0.248057559
1,1.956724765,-0.629807868,-0.980491266,0.260825787
0,-0.50676301,0.027007361,-0.656448458,-0.716257108
0,0.59573597,-1.609454097,-0.758943198,0.655776446
0,0.599021901,-0.127699463,0.40995778,0.330554484
1,3.898603174,0.014931607,0.339607437,0.061804963
1,2.776417224,0.984126696,1.167257695,0.355338863
1,-8.628227553,-0.350279908,-3.017273394,0.255079227
0,-5.283451122,-0.892237791,-2.149843292,0.927457249
1,6.459761797,-0.792365456,-0.040185966,1.116000445
1,2.131574557,0.400792856,0.100903471,-1.066804914
0,-0.74825348,-0.062232676,-0.907666903,0.158551886
1,2.388426195,1.083298444,1.95311049,1.348259694
1,-2.367970064,-0.522103992,-1.820935862,-0.774472162
1,-1.706357007,-1.51047375,2.478901318,0.326617031
0,-3.758496232,-1.254248351,-0.258931142,-1.305040835
0,-1.951659172,-0.043047161,-0.034314533,-0.787020389
0,-1.417087527,-0.393357184,0.447650829,-0.619719277
1,3.652440525,1.124878357,-0.79094709,-0.50045897
1,3.290537095,1.013761737,-0.042291395,-0.211334137
1,2.432150536,2.224245231,1.028457075,0.902633833
1,0.401586074,0.347160063,-1.297775827,-0.936758203
1,6.947535654,1.361008891,0.062960541,-1.051845579
0,-7.468666209,0.932904522,3.313126472,-1.093599937
0,0.553026885,-0.123259401,0.365504619,-1.453986559
1,4.528129563,1.70206348,0.364633813,0.350713593
1,0.123370168,-0.7571482,-1.179334079,0.313621403
0,-0.22113383,-1.441468508,-0.785837513,0.517738564
1,3.923035011,0.159953492,-0.836973357,-0.225888116
0,-2.786838241,0.302265295,-1.579585586,-0.922324285
1,3.156122321,0.734093614,0.86846269,-0.296269268
0,1.483374323,0.632120771,1.47702467,-1.234212207
1,2.049289472,-0.323404281,-0.472523242,-0.63846044
0,0.67763488,-0.267356548,0.173003472,-0.648724433
1,5.476349065,-1.135106038,0.903919871,1.033549681
1,2.612470292,1.368922952,-0.70765649,0.251155493
0,-4.599510225,-1.62025805,0.111804234,-1.501596568
0,-1.593893833,-0.208991648,-1.424978205,1.046599401
1,0.703628931,-0.081578731,1.175448013,-0.195823707
0,-0.290580238,-1.120700118,-1.289180192,0.31030185
1,2.072351701,-1.275268771,-0.597318919,-0.105349322
0,0.596946727,-0.789495451,0.499034806,-0.083932643
1,3.603686854,-0.47105916,1.906903456,1.056087532
1,2.729486106,0.065968873,-0.325751513,-1.106454932
1,6.231607723,-1.890377231,0.920313982,0.526631323
1,3.397564358,-0.107833854,0.359051784,-0.096670854
1,7.138008495,-2.221222251,-0.000267424,1.313136742
1,7.615859069,-0.709850582,1.017427435,1.536389012
1,3.220472778,-0.443607434,-0.073915598,-0.116746695
1,2.506094087,-0.490420996,-0.885958718,0.254699061
1,1.140596198,1.792947254,1.029855595,2.014370113
0,-3.529418748,-2.822027119,0.11782589,-0.761362088
0,1.881696459,0.924260039,1.178977223,-1.16670796
1,3.944211039,0.879845724,-0.171349676,-0.101351494
1,4.983630512,0.867736444,-0.238591517,1.143249852
0,-1.830221334,-1.202070932,-1.292579906,0.610293834
0,0.153215376,-1.609549037,-1.184592198,0.574426513
1,5.735866875,-1.116245851,-0.663146702,1.522227003
0,-16.2599011,-1.98569769,-2.476319527,-1.846258753
